1, "RUZIC CONSTRUCTION CO., INC.",2, LUNDA CONSTRUCTION COMPANY,3, HOEPPNER BUILDING CORPORATION
20351, "REMOVING OLD BRIDGE,          STATION 190+50", 1.00, L.S., 10000.00, 10000.00, 12000.00, 12000.00, 11836.00, 11836.00
20401, REMOVING PAVEMENT, 640.00, S.Y., 3.75, 2400.00, 4.00, 2560.00, 4.00, 2560.00
20411, REMOVING GUARDRAIL, 370.00, L.F., 1.00, 370.00, 1.00, 370.00, 1.00, 370.00
20503, UNCLASSIFIED EXCAVATION, 5969.00, C.Y., 2.70, 16116.30, 3.52, 21010.88, 3.52, 21010.88
20610, "EXCAVATION FOR STRUCTURES,    BRIDGES B-3-134", 1.00, L.S., 3000.00, 3000.00, 6000.00, 6000.00, 4560.00, 4560.00
20811, SELECTED BORROW EXCAVATION, 3656.00, C.Y., 4.20, 15355.20, 4.90, 17914.40, 4.90, 17914.40
21001, STRUCTURE BACKFILL, 420.00, C.Y., 4.20, 1764.00, 8.00, 3360.00, 8.00, 3360.00
21301, FINISHING ROADWAY, 1.00, L.S., 500.00, 500.00, 500.00, 500.00, 500.00, 500.00
30404, CRUSHED AGGREGATE BASE COURSE, 2910.00, TON, 8.50, 24735.00, 9.00, 26190.00, 9.00, 26190.00
40204, ASPHALTIC MATERIAL FOR        TACK COAT, 92.00, GAL., 5.00, 460.00, 5.00, 460.00, 5.00, 460.00
40501, ASPHALTIC MATERIAL FOR        PLANT MIXES, 59.00, TON, 140.00, 8260.00, 140.00, 8260.00, 140.00, 8260.00
40713, "ASPHALTIC CONCRETE PAVEMENT,  TYPE MV", 988.00, TON, 29.14, 28790.32, 29.14, 28790.32, 29.14, 28790.32
41535, CONCRETE PAVEMENT APPROACH    SLAB, 110.00, S.Y., 120.00, 13200.00, 80.00, 8800.00, 38.50, 4235.00
50201, "CONCRETE MASONRY, BRIDGES", 290.00, C.Y., 263.45, 76400.50, 225.00, 65250.00, 310.00, 89900.00
50230, PROTECTIVE SURFACE TREATMENT, 38.00, GAL., 50.00, 1900.00, 15.00, 570.00, 30.00, 1140.00
50303, "PRESTRESSED GIRDER, I TYPE,   36-INCH", 653.00, L.F., 65.00, 42445.00, 60.00, 39180.00, 61.00, 39833.00
50504, "HIGH-STRENGTH BAR STEEL       REINFORCEMENT, BRIDGES", 7520.00, LB., 0.65, 4888.00, 0.45, 3384.00, 0.71, 5339.20
50511, "COATED HIGH-STRENGTH BAR STEEL REINFORCEMENT, BRIDGES", 36720.00, LB., 0.70, 25704.00, 0.55, 20196.00, 0.72, 26438.40
50626, NON-LAMINATED ELASTOMERIC     BEARING PADS, 18.00, EACH, 45.00, 810.00, 50.00, 900.00, 25.00, 450.00
50640, "STEEL DIAPHRAGMS,             STRUCTURE B-3-134", 10.00, EACH, 350.00, 3500.00, 400.00, 4000.00, 222.00, 2220.00
51122, "STEEL PILING, DELIVERED AND   DRIVEN, HP 12-INCH 53 POUND", 1320.00, L.F., 19.00, 25080.00, 16.00, 21120.00, 18.00, 23760.00
51605, RUBBERIZED MEMBRANE           WATERPROOFING, 18.00, S.Y., 25.00, 450.00, 20.00, 360.00, 25.00, 450.00
52601, "TEMPORARY STRUCTURE,          STATION 190+30", 1.00, L.S., 20000.00, 20000.00, 28000.00, 28000.00, 23500.00, 23500.00
60602, HEAVY RIPRAP, 118.00, C.Y., 50.00, 5900.00, 35.00, 4130.00, 30.00, 3540.00
61407, STEEL THRIE BEAM STRUCTURE    APPROACH, 108.00, L.F., 24.50, 2646.00, 26.00, 2808.00, 26.00, 2808.00
61408, "STEEL PLATE BEAM GUARD,       CLASS A", 350.00, L.F., 9.50, 3325.00, 10.00, 3500.00, 10.00, 3500.00
61414, "ANCHORAGES FOR STEEL PLATE    BEAM GUARD, TYPE 3", 4.00, EACH, 695.00, 2780.00, 700.00, 2800.00, 700.00, 2800.00
61433, ANCHOR ASSEMBLIES FOR STEEL   PLATE BEAM GUARD, 4.00, EACH, 50.00, 200.00, 60.00, 240.00, 250.00, 1000.00
61910, MOBILIZATION, 1.00, L.S., 18700.00, 18700.00, 36200.00, 36200.00, 22900.00, 22900.00
62505, SALVAGED TOPSOIL, 5486.00, S.Y., 0.50, 2743.00, 0.48, 2633.28, 0.48, 2633.28
62702, MULCHING, 5486.00, S.Y., 0.10, 548.60, 0.15, 822.90, 0.15, 822.90
62811, "EROSION BALES, DELIVERED", 32.00, EACH, 4.75, 152.00, 4.00, 128.00, 4.00, 128.00
62812, "EROSION BALES, INSTALLED", 32.00, EACH, 4.75, 152.00, 4.00, 128.00, 4.00, 128.00
62817, SILT FENCE MAINTENANCE, 1300.00, L.F., 0.30, 390.00, 0.01, 13.00, 0.01, 13.00
62818, SILT SCREEN, 300.00, L.F., 14.45, 4335.00, 17.00, 5100.00, 17.00, 5100.00
62819, "MOBILIZATIONS, EROSION CONTROL", 1.00, EACH, 150.00, 150.00, 200.00, 200.00, 200.00, 200.00
62848, "SILT FENCE, SILTY SOIL,       DELIVERED", 1300.00, L.F., 1.00, 1300.00, 0.90, 1170.00, 0.90, 1170.00
62850, "SILT FENCE, SILTY SOIL,       INSTALLED", 1300.00, L.F., 0.95, 1235.00, 0.90, 1170.00, 0.90, 1170.00
62905, "FERTILIZER, TYPE B", 3.50, CWT., 22.50, 78.75, 26.50, 92.75, 26.50, 92.75
63002, SEEDING, 74.00, LB., 5.50, 407.00, 6.39, 472.86, 6.39, 472.86
63311, TEMPORARY DELINEATORS, 48.00, EACH, 13.50, 648.00, 10.00, 480.00, 10.00, 480.00
63401, "WOOD POSTS,                   4X4-INCH X 10-FT.", 4.00, EACH, 30.00, 120.00, 26.50, 106.00, 26.50, 106.00
63702, "SIGNS, TYPE II, REFLECTIVE", 24.00, S.F., 17.50, 420.00, 25.00, 600.00, 25.00, 600.00
64202, "FIELD OFFICE, TYPE B", 1.00, L.S., 300.00, 300.00, 800.00, 800.00, 1000.00, 1000.00
64301, TRAFFIC CONTROL, 1.00, L.S., 900.00, 900.00, 900.00, 900.00, 4000.00, 4000.00
64313, "TRAFFIC CONTROL, DRUMS", 1120.00, DAYS, 0.80, 896.00, 0.80, 896.00, 0.50, 560.00
64318, "TRAFFIC CONTROL, BARRICADES,  TYPE III", 560.00, DAYS, 1.25, 700.00, 1.25, 700.00, 1.25, 700.00
64321, "TRAFFIC CONTROL,              WARNING LIGHTS, TYPE A", 280.00, DAYS, 0.20, 56.00, 0.20, 56.00, 0.25, 70.00
64323, "TRAFFIC CONTROL,              WARNING LIGHTS, TYPE C", 1120.00, DAYS, 0.25, 280.00, 0.25, 280.00, 0.40, 448.00
64326, "TRAFFIC CONTROL, SIGNS", 1998.00, DAYS, 0.80, 1598.40, 0.80, 1598.40, 0.70, 1398.60
64406, "PAVEMENT MARKING, EPOXY,      4-INCH", 4050.00, L.F., 0.54, 2187.00, 0.54, 2187.00, 0.86, 3483.00
64481, "TEMPORARY PAVEMENT MARKING,   REMOVABLE TAPE", 6000.00, L.F., 0.85, 5100.00, 0.85, 5100.00, 1.25, 7500.00
64487, REMOVING PAVEMENT             MARKINGS, 4050.00, L.F., 0.30, 1215.00, 0.30, 1215.00, 0.60, 2430.00
64506, "GEOTEXTILE FABRIC, TYPE HR", 176.00, S.Y., 3.00, 528.00, 2.50, 440.00, 2.50, 440.00
64601, SAWING EXISTING PAVEMENT, 60.00, L.F., 4.00, 240.00, 4.00, 240.00, 4.00, 240.00
90402, "QUALITY MANAGEMENT PROGRAM,   ASPHALTIC MIXTURE QUALITY", 988.00, TON, 1.50, 1482.00, 1.50, 1482.00, 1.50, 1482.00
