1, JAMES CAPE & SONS CO.,2, HOFFMAN CONSTRUCTION COMPANIES-A JOINT VENTURE,3, LUNDA CONSTRUCTION COMPANY
20101, CLEARING, 119.00, STA., 45.00, 5355.00, 150.00, 17850.00, 45.00, 5355.00
20104, GRUBBING, 119.00, STA., 45.00, 5355.00, 150.00, 17850.00, 45.00, 5355.00
20401, REMOVING PAVEMENT, 5450.00, S.Y., 3.50, 19075.00, 4.00, 21800.00, 3.50, 19075.00
20405, REMOVING CURB AND GUTTER, 1735.00, L.F., 2.00, 3470.00, 3.00, 5205.00, 2.00, 3470.00
20409, REMOVING SURFACE DRAINS, 4.00, EACH, 300.00, 1200.00, 100.00, 400.00, 300.00, 1200.00
20411, REMOVING GUARDRAIL, 3700.00, L.F., 0.90, 3330.00, 1.00, 3700.00, 0.90, 3330.00
20412, REMOVING FENCE, 3570.00, L.F., 0.40, 1428.00, 0.40, 1428.00, 0.40, 1428.00
20416, REMOVING INLETS, 1.00, EACH, 250.00, 250.00, 100.00, 100.00, 250.00, 250.00
20417, REMOVING SEPTIC TANKS, 1.00, EACH, 650.00, 650.00, 1000.00, 1000.00, 650.00, 650.00
20503, UNCLASSIFIED EXCAVATION, 100368.00, C.Y., 1.65, 165607.20, 2.70, 270993.60, 1.65, 165607.20
20610, "EXCAVATION FOR STRUCTURES,    BRIDGES B-27-116", 1.00, L.S., 3500.00, 3500.00, 3500.00, 3500.00, 9500.00, 9500.00
20620, "EXCAVATION FOR STRUCTURES,    CULVERTS C-27-44", 1.00, L.S., 5100.00, 5100.00, 15000.00, 15000.00, 13000.00, 13000.00
20801, BORROW EXCAVATION, 45035.00, C.Y., 2.80, 126098.00, 3.20, 144112.00, 2.80, 126098.00
21001, STRUCTURE BACKFILL, 1080.00, C.Y., 5.00, 5400.00, 14.00, 15120.00, 10.00, 10800.00
21302, "FINISHING ROADWAY,            PROJECT 7510-06-71", 1.00, L.S., 500.00, 500.00, 300.00, 300.00, 500.00, 500.00
21303, "FINISHING ROADWAY,            PROJECT 1023-01-71", 1.00, L.S., 1200.00, 1200.00, 200.00, 200.00, 1200.00, 1200.00
21401, OBLITERATING OLD ROAD, 11.00, STA., 400.00, 4400.00, 100.00, 1100.00, 400.00, 4400.00
30404, CRUSHED AGGREGATE BASE COURSE, 85638.00, TON, 7.90, 676540.20, 7.25, 620875.50, 8.78, 751901.64
30418, "CRUSHED AGGREGATE BASE COURSE,OPEN GRADED, NUMBER 1", 12226.00, TON, 9.50, 116147.00, 8.25, 100864.50, 10.00, 122260.00
30422, "ASPHALTIC PAVEMENT, BASE      COURSE", 4257.00, TON, 9.65, 41080.05, 8.25, 35120.25, 10.00, 42570.00
30709, "CONCRETE BASE COURSE, 9-INCH", 1450.00, S.Y., 18.25, 26462.50, 19.42, 28159.00, 27.76, 40252.00
40204, ASPHALTIC MATERIAL FOR        TACK COAT, 1290.00, GAL., 3.00, 3870.00, 3.00, 3870.00, 3.00, 3870.00
40501, ASPHALTIC MATERIAL FOR        PLANT MIXES, 1261.50, TON, 145.00, 182917.50, 145.00, 182917.50, 145.00, 182917.50
40712, "ASPHALTIC CONCRETE PAVEMENT,  TYPE HV", 10350.00, TON, 22.40, 231840.00, 22.40, 231840.00, 22.40, 231840.00
40713, "ASPHALTIC CONCRETE PAVEMENT,  TYPE MV", 8592.00, TON, 25.05, 215229.60, 25.05, 215229.60, 25.05, 215229.60
40714, "ASPHALTIC CONCRETE PAVEMENT,  TYPE LV", 2117.00, TON, 27.30, 57794.10, 27.30, 57794.10, 27.30, 57794.10
41511, "CONCRETE PAVEMENT, 11-INCH", 56070.00, S.Y., 22.00, 1233540.00, 20.79, 1165695.30, 20.84, 1168498.80
41531, CONCRETE DRIVEWAY, 2317.00, S.Y., 21.50, 49815.50, 21.15, 49004.55, 23.94, 55468.98
41534, CONCRETE SURFACE DRAINS, 4.40, C.Y., 395.00, 1738.00, 250.00, 1100.00, 395.00, 1738.00
41535, CONCRETE PAVEMENT APPROACH    SLAB, 260.00, S.Y., 75.00, 19500.00, 84.00, 21840.00, 85.48, 22224.80
41571, PAVEMENT TIES, 9.00, EACH, 10.00, 90.00, 11.70, 105.30, 15.00, 135.00
41575, CONCRETE PAVEMENT GAPS, 18.00, EACH, 400.00, 7200.00, 400.00, 7200.00, 500.00, 9000.00
50201, "CONCRETE MASONRY, BRIDGES", 561.00, C.Y., 260.00, 145860.00, 260.00, 145860.00, 255.00, 143055.00
50230, PROTECTIVE SURFACE TREATMENT, 60.00, GAL., 18.00, 1080.00, 18.00, 1080.00, 15.00, 900.00
