1, "RUZIC CONSTRUCTION CO., INC.",2, LUNDA CONSTRUCTION COMPANY,3, "EDWARD KRAEMER & SONS, INC."
20351, "REMOVING OLD BRIDGE,          STATION 10+00", 1.00, L.S., 5000.00, 5000.00, 8000.00, 8000.00, 6000.00, 6000.00
20503, UNCLASSIFIED EXCAVATION, 30.00, C.Y., 8.00, 240.00, 10.00, 300.00, 5.00, 150.00
20610, "EXCAVATION FOR STRUCTURES,    BRIDGES B-62-171", 1.00, L.S., 5000.00, 5000.00, 4500.00, 4500.00, 7000.00, 7000.00
20801, BORROW EXCAVATION, 600.00, C.Y., 7.00, 4200.00, 10.00, 6000.00, 5.70, 3420.00
21001, STRUCTURE BACKFILL, 400.00, C.Y., 8.10, 3240.00, 8.00, 3200.00, 20.00, 8000.00
21301, FINISHING ROADWAY, 1.00, L.S., 800.00, 800.00, 500.00, 500.00, 600.00, 600.00
30403, CRUSHED AGGREGATE BASE COURSE, 260.00, C.Y., 13.00, 3380.00, 11.00, 2860.00, 12.75, 3315.00
50201, "CONCRETE MASONRY, BRIDGES", 154.00, C.Y., 293.50, 45199.00, 255.00, 39270.00, 380.00, 58520.00
50230, PROTECTIVE SURFACE TREATMENT, 10.00, GAL., 50.00, 500.00, 15.00, 150.00, 35.00, 350.00
50303, "PRESTRESSED GIRDER, I TYPE,   36-INCH", 365.00, L.F., 60.00, 21900.00, 55.00, 20075.00, 48.00, 17520.00
50504, "HIGH-STRENGTH BAR STEEL       REINFORCEMENT, BRIDGES", 12350.00, LB., 0.55, 6792.50, 0.45, 5557.50, 0.41, 5063.50
50511, "COATED HIGH-STRENGTH BAR STEEL REINFORCEMENT, BRIDGES", 6480.00, LB., 0.70, 4536.00, 0.60, 3888.00, 0.51, 3304.80
50601, STRUCTURAL CARBON STEEL, 255.00, LB., 2.50, 637.50, 5.00, 1275.00, 3.00, 765.00
50626, NON-LAMINATED ELASTOMERIC     BEARING PADS, 10.00, EACH, 35.00, 350.00, 50.00, 500.00, 20.00, 200.00
50640, "STEEL DIAPHRAGMS,             STRUCTURE B-62-171", 4.00, EACH, 225.00, 900.00, 400.00, 1600.00, 350.00, 1400.00
51121, "STEEL PILING, DELIVERED AND   DRIVEN, HP 10-INCH 42 POUND", 720.00, L.F., 17.00, 12240.00, 17.00, 12240.00, 18.00, 12960.00
51340, "TUBULAR RAILING, TYPE F,      STRUCTURE B-62-171", 1.00, L.S., 7000.00, 7000.00, 5500.00, 5500.00, 6000.00, 6000.00
51605, RUBBERIZED MEMBRANE           WATERPROOFING, 12.00, S.Y., 20.00, 240.00, 20.00, 240.00, 30.00, 360.00
60602, HEAVY RIPRAP, 235.00, C.Y., 25.00, 5875.00, 32.00, 7520.00, 31.00, 7285.00
61422, MARKER POSTS FOR RIGHT-OF-WAY, 6.00, EACH, 44.00, 264.00, 32.00, 192.00, 34.00, 204.00
61910, MOBILIZATION, 1.00, L.S., 8500.00, 8500.00, 16000.00, 16000.00, 19700.00, 19700.00
62505, SALVAGED TOPSOIL, 1410.00, S.Y., 1.65, 2326.50, 2.50, 3525.00, 1.50, 2115.00
62702, MULCHING, 2000.00, S.Y., 0.25, 500.00, 0.15, 300.00, 0.20, 400.00
62817, SILT FENCE MAINTENANCE, 300.00, L.F., 0.50, 150.00, 0.01, 3.00, 0.20, 60.00
62824, "EROSION MAT, DELIVERED,       CLASS I, TYPE B", 200.00, S.Y., 1.50, 300.00, 0.55, 110.00, 1.10, 220.00
62825, "EROSION MAT, INSTALLED,       CLASS I, TYPE B", 200.00, S.Y., 1.00, 200.00, 0.55, 110.00, 1.10, 220.00
62848, "SILT FENCE, SILTY SOIL,       DELIVERED", 300.00, L.F., 1.35, 405.00, 1.25, 375.00, 0.50, 150.00
62850, "SILT FENCE, SILTY SOIL,       INSTALLED", 300.00, L.F., 1.65, 495.00, 1.25, 375.00, 1.50, 450.00
62905, "FERTILIZER, TYPE B", 1.50, CWT., 100.00, 150.00, 35.00, 52.50, 75.00, 112.50
63002, SEEDING, 32.00, LB., 12.00, 384.00, 7.75, 248.00, 7.00, 224.00
63401, "WOOD POSTS,                   4X4-INCH X 10-FT.", 4.00, EACH, 50.00, 200.00, 30.00, 120.00, 22.00, 88.00
63702, "SIGNS, TYPE II, REFLECTIVE", 12.00, S.F., 21.00, 252.00, 24.00, 288.00, 15.00, 180.00
64201, "FIELD OFFICE, TYPE A", 1.00, L.S., 300.00, 300.00, 800.00, 800.00, 600.00, 600.00
64301, TRAFFIC CONTROL, 1.00, L.S., 1645.00, 1645.00, 1645.00, 1645.00, 1645.00, 1645.00
64506, "GEOTEXTILE FABRIC, TYPE HR", 445.00, S.Y., 3.00, 1335.00, 2.50, 1112.50, 2.25, 1001.25
