1, "SOMERS AGGREGATES, LTD.",2, "EARTH, INC.",3, JAMES CAPE & SONS CO.
20102, CLEARING, 50.00, I.D., 10.00, 500.00, 20.00, 1000.00, 7.00, 350.00
20105, GRUBBING, 50.00, I.D., 5.00, 250.00, 15.00, 750.00, 7.00, 350.00
20330, REMOVING OLD CULVERTS, 3.00, EACH, 140.00, 420.00, 500.00, 1500.00, 350.00, 1050.00
20401, REMOVING PAVEMENT, 14104.00, S.Y., 1.90, 26797.60, 2.25, 31734.00, 3.50, 49364.00
20405, REMOVING CURB AND GUTTER, 3935.00, L.F., 1.25, 4918.75, 2.50, 9837.50, 2.00, 7870.00
20406, REMOVING CONCRETE SIDEWALK, 1144.00, S.Y., 1.45, 1658.80, 2.50, 2860.00, 3.50, 4004.00
20414, REMOVING MANHOLES, 5.00, EACH, 175.00, 875.00, 400.00, 2000.00, 650.00, 3250.00
20416, REMOVING INLETS, 14.00, EACH, 125.00, 1750.00, 250.00, 3500.00, 350.00, 4900.00
20420, "REMOVING ASPHALTIC PAVEMENT,  MILLING", 440.00, S.Y., 10.00, 4400.00, 10.93, 4809.20, 7.00, 3080.00
20480, ABANDONING MANHOLES, 1.00, EACH, 300.00, 300.00, 500.00, 500.00, 495.00, 495.00
20503, UNCLASSIFIED EXCAVATION, 28568.00, C.Y., 2.45, 69991.60, 2.60, 74276.80, 2.55, 72848.40
21302, "FINISHING ROADWAY,            PROJECT 1526-03-79", 1.00, L.S., 2800.00, 2800.00, 2000.00, 2000.00, 500.00, 500.00
21303, "FINISHING ROADWAY,            PROJECT 1526-03-83", 1.00, L.S., 3800.00, 3800.00, 2500.00, 2500.00, 900.00, 900.00
30404, CRUSHED AGGREGATE BASE COURSE, 24137.00, TON, 4.05, 97754.85, 4.95, 119478.15, 4.89, 118029.93
40203, ASPHALTIC MATERIAL FOR        TACK COAT, 0.90, TON, 700.00, 630.00, 700.00, 630.00, 700.00, 630.00
40501, ASPHALTIC MATERIAL FOR        PLANT MIXES, 189.00, TON, 145.00, 27405.00, 145.00, 27405.00, 145.00, 27405.00
40713, "ASPHALTIC CONCRETE PAVEMENT,  TYPE MV", 3148.30, TON, 22.95, 72253.49, 22.95, 72253.49, 22.95, 72253.49
41010, SALVAGED ASPHALTIC            PAVEMENT, 4396.30, TON, 2.25, 9891.68, 3.10, 13628.53, 4.00, 17585.20
41101, ASPHALTIC SURFACE, 324.70, TON, 30.95, 10049.47, 30.95, 10049.47, 30.95, 10049.47
41509, "CONCRETE PAVEMENT, 9-INCH", 23873.00, S.Y., 19.84, 473640.32, 21.55, 514463.15, 19.84, 473640.32
41519, "H.E.S. CONCRETE PAVEMENT,     9-INCH", 1284.00, S.Y., 22.72, 29172.48, 23.49, 30161.16, 22.72, 29172.48
41531, CONCRETE DRIVEWAY, 528.00, S.Y., 26.00, 13728.00, 19.00, 10032.00, 26.00, 13728.00
41541, H.E.S. CONCRETE DRIVEWAY, 177.00, S.Y., 28.00, 4956.00, 20.00, 3540.00, 28.00, 4956.00
41571, PAVEMENT TIES, 13.00, EACH, 10.00, 130.00, 10.00, 130.00, 6.00, 78.00
41572, DOWEL BARS, 46.00, EACH, 10.00, 460.00, 10.00, 460.00, 7.00, 322.00
41575, CONCRETE PAVEMENT GAPS, 4.00, EACH, 1000.00, 4000.00, 1000.00, 4000.00, 600.00, 2400.00
52205, "REINFORCED CONCRETE CULVERT   PIPE, CLASS III, 24-INCH", 186.00, L.F., 28.00, 5208.00, 35.00, 6510.00, 38.00, 7068.00
52262, "REINFORCED CONCRETE APRON     ENDWALLS FOR CULVERT PIPE,", 1.00, EACH, 385.00, 385.00, 300.00, 300.00, 395.00, 395.00
52264, "REINFORCED CONCRETE APRON     ENDWALLS FOR CULVERT PIPE,", 4.00, EACH, 440.00, 1760.00, 350.00, 1400.00, 695.00, 2780.00
60119, "CONCRETE CURB AND GUTTER,     18-INCH, TYPE A", 4835.00, L.F., 7.00, 33845.00, 6.76, 32684.60, 7.00, 33845.00
60123, "CONCRETE CURB AND GUTTER,     30-INCH, TYPE A", 6116.00, L.F., 7.00, 42812.00, 7.20, 44035.20, 7.00, 42812.00
60170, "CONCRETE CURB AND GUTTER,     36-INCH, TYPE D", 357.00, L.F., 14.50, 5176.50, 11.70, 4176.90, 14.50, 5176.50
60204, "CONCRETE SIDEWALK, 4-INCH", 10288.00, S.F., 2.20, 22633.60, 1.79, 18415.52, 2.22, 22839.36
60206, "CONCRETE SIDEWALK, 6-INCH", 2433.00, S.F., 2.50, 6082.50, 2.10, 5109.30, 2.50, 6082.50
60825, "REINFORCED CONCRETE PIPE,     CLASS III, STORM SEWER,", 1254.50, L.F., 16.00, 20072.00, 18.40, 23082.80, 19.50, 24462.75
60826, "REINFORCED CONCRETE PIPE,     CLASS III, STORM SEWER,", 920.10, L.F., 18.00, 16561.80, 20.40, 18770.04, 24.00, 22082.40
60827, "REINFORCED CONCRETE PIPE,     CLASS III, STORM SEWER,", 355.50, L.F., 22.00, 7821.00, 23.20, 8247.60, 29.50, 10487.25
60828, "REINFORCED CONCRETE PIPE,     CLASS III, STORM SEWER,", 23.00, L.F., 32.00, 736.00, 30.00, 690.00, 34.00, 782.00
60829, "REINFORCED CONCRETE PIPE,     CLASS III, STORM SEWER,", 234.00, L.F., 28.00, 6552.00, 31.35, 7335.90, 38.00, 8892.00
60831, "REINFORCED CONCRETE PIPE,     CLASS III, STORM SEWER,", 143.00, L.F., 38.00, 5434.00, 42.00, 6006.00, 48.00, 6864.00
60833, "REINFORCED CONCRETE PIPE,     CLASS III, STORM SEWER,", 837.00, L.F., 53.00, 44361.00, 55.00, 46035.00, 72.00, 60264.00
60834, "REINFORCED CONCRETE PIPE,     CLASS III, STORM SEWER,", 525.00, L.F., 68.00, 35700.00, 59.00, 30975.00, 88.00, 46200.00
61110, "MANHOLES, TYPE 1", 6.00, EACH, 870.00, 5220.00, 790.00, 4740.00, 855.00, 5130.00
61111, "MANHOLES, TYPE 2", 5.00, EACH, 565.00, 2825.00, 570.00, 2850.00, 625.00, 3125.00
61112, "MANHOLES, TYPE 3", 8.00, EACH, 2030.00, 16240.00, 2475.00, 19800.00, 3200.00, 25600.00
61122, "INLETS, TYPE 3", 46.00, EACH, 455.00, 20930.00, 495.00, 22770.00, 625.00, 28750.00
61123, "INLETS, TYPE 8", 2.00, EACH, 800.00, 1600.00, 1250.00, 2500.00, 1260.00, 2520.00
61128, RECONSTRUCTING MANHOLES, 3.00, EACH, 300.00, 900.00, 600.00, 1800.00, 900.00, 2700.00
61151, "MANHOLE COVERS, TYPE J", 13.00, EACH, 190.00, 2470.00, 220.00, 2860.00, 229.00, 2977.00
61153, "MANHOLE COVERS, TYPE L", 1.00, EACH, 190.00, 190.00, 170.00, 170.00, 339.00, 339.00
61167, "INLET COVERS, TYPE H", 59.00, EACH, 252.00, 14868.00, 250.00, 14750.00, 335.00, 19765.00
61168, "INLET COVERS, TYPE Z", 27.00, EACH, 245.00, 6615.00, 260.00, 7020.00, 329.00, 8883.00
61170, "INLET COVERS, TYPE MS", 2.00, EACH, 195.00, 390.00, 200.00, 400.00, 255.00, 510.00
61182, ADJUSTING MANHOLE COVERS, 10.00, EACH, 230.00, 2300.00, 200.00, 2000.00, 140.00, 1400.00
61331, "NONMETALLIC CONDUIT,          1-INCH", 762.00, L.F., 2.10, 1600.20, 2.00, 1524.00, 2.00, 1524.00
61334, "NONMETALLIC CONDUIT,          2-INCH", 5337.00, L.F., 3.20, 17078.40, 3.10, 16544.70, 3.10, 16544.70
61336, "NONMETALLIC CONDUIT,          3-INCH", 1372.00, L.F., 3.60, 4939.20, 3.50, 4802.00, 3.50, 4802.00
